,NAME,year,month,Min_Infections,Max_Infections,New Cases,date,Code,STATE,POPESTIMATE2020,New Cases Per 100000
533,Nevada,2021,3,294047,303799,9752,03/28/2021,NV,32,3138259,310.7455439465003
534,Nevada,2021,4,304131,315438,11307,04/28/2021,NV,32,3138259,360.29531023411386
535,Nevada,2021,5,315438,323748,8310,05/28/2021,NV,32,3138259,264.7965002251248
536,Nevada,2021,6,324262,333712,9450,06/28/2021,NV,32,3138259,301.12237390221776
537,Nevada,2021,7,334255,356401,22146,07/28/2021,NV,32,3138259,705.6778933797369
538,Nevada,2021,8,356401,390600,34199,08/28/2021,NV,32,3138259,1089.7443455113169
540,New Hampshire,2020,3,1,367,366,03/28/2020,NH,33,1366275,26.788164900916726
541,New Hampshire,2020,4,415,2146,1731,04/28/2020,NH,33,1366275,126.69484547400779
542,New Hampshire,2020,5,2310,4651,2341,05/28/2020,NH,33,1366275,171.34178697553565
543,New Hampshire,2020,6,4685,5782,1097,06/28/2020,NH,33,1366275,80.29130299537061
544,New Hampshire,2020,7,5802,6583,781,07/28/2020,NH,33,1366275,57.16272346343159
545,New Hampshire,2020,8,6613,7275,662,08/28/2020,NH,33,1366275,48.45291028526468
546,New Hampshire,2020,9,7297,8266,969,09/28/2020,NH,33,1366275,70.92276445078772
547,New Hampshire,2020,10,8317,11084,2767,10/28/2020,NH,33,1366275,202.52145431922563
548,New Hampshire,2020,11,11214,20994,9780,11/28/2020,NH,33,1366275,715.814898172037
549,New Hampshire,2020,12,21766,44028,22262,12/28/2020,NH,33,1366275,1629.3937896836287
550,New Hampshire,2021,1,44028,65695,21667,01/28/2021,NH,33,1366275,1585.8447237927942
551,New Hampshire,2021,2,66058,75424,9366,02/28/2021,NH,33,1366275,685.5135313169018
552,New Hampshire,2021,3,75588,84176,8588,03/28/2021,NH,33,1366275,628.5703829756088
553,New Hampshire,2021,4,84539,94886,10347,04/28/2021,NH,33,1366275,757.3145962562442
554,New Hampshire,2021,5,95163,98726,3563,05/28/2021,NH,33,1366275,260.7820533933505
555,New Hampshire,2021,6,98767,99504,737,06/28/2021,NH,33,1366275,53.94228833873122
556,New Hampshire,2021,7,99527,100657,1130,07/28/2021,NH,33,1366275,82.7066293388959
557,New Hampshire,2021,8,100657,107689,7032,08/28/2021,NH,33,1366275,514.6840862930229
559,New Jersey,2020,3,1,18696,18695,03/28/2020,NJ,34,8882371,210.47308201830344
560,New Jersey,2020,4,22255,118652,96397,04/28/2020,NJ,34,8882371,1085.2620319507032
561,New Jersey,2020,5,121190,160445,39255,05/28/2020,NJ,34,8882371,441.94281008978345
562,New Jersey,2020,6,160918,173521,12603,06/28/2020,NJ,34,8882371,141.88779099634544
563,New Jersey,2020,7,173782,183535,9753,07/28/2020,NJ,34,8882371,109.80176351561987
564,New Jersey,2020,8,183904,193740,9836,08/28/2020,NJ,34,8882371,110.73619870190065
565,New Jersey,2020,9,194070,207062,12992,09/28/2020,NJ,34,8882371,146.26725229108308
566,New Jersey,2020,10,207676,239679,32003,10/28/2020,NJ,34,8882371,360.2979429704073
567,New Jersey,2020,11,241422,339133,97711,11/28/2020,NJ,34,8882371,1100.0553793576062
568,New Jersey,2020,12,343739,479381,135642,12/28/2020,NJ,34,8882371,1527.0922594879228
569,New Jersey,2021,1,484882,696831,211949,01/28/2021,NJ,34,8882371,2386.1759433376515
570,New Jersey,2021,2,700346,789354,89008,02/28/2021,NJ,34,8882371,1002.074783861201
571,New Jersey,2021,3,792496,908812,116316,03/28/2021,NJ,34,8882371,1309.515218402834
572,New Jersey,2021,4,914420,997891,83471,04/28/2021,NJ,34,8882371,939.7378245065422
573,New Jersey,2021,5,998811,1016332,17521,05/28/2021,NJ,34,8882371,197.25589034729578
574,New Jersey,2021,6,1016490,1023395,6905,06/28/2021,NJ,34,8882371,77.73825254540708
575,New Jersey,2021,7,1023613,1039353,15740,07/28/2021,NJ,34,8882371,177.2049377356564
576,New Jersey,2021,8,1040281,1091966,51685,08/28/2021,NJ,34,8882371,581.8829229267726
578,New Mexico,2020,3,4,315,311,03/28/2020,NM,35,2106319,14.765094935762344
579,New Mexico,2020,4,363,3411,3048,04/28/2020,NM,35,2106319,144.70742560837178
580,New Mexico,2020,5,3513,7689,4176,05/28/2020,NM,35,2106319,198.2605673689503
581,New Mexico,2020,6,7800,12147,4347,06/28/2020,NM,35,2106319,206.37899577414439
582,New Mexico,2020,7,12276,20600,8324,07/28/2020,NM,35,2106319,395.1918014317869
583,New Mexico,2020,8,20796,25352,4556,08/28/2020,NM,35,2106319,216.30151938049272
584,New Mexico,2020,9,25460,29435,3975,09/28/2020,NM,35,2106319,188.71785327863444
585,New Mexico,2020,10,29661,46490,16829,10/28/2020,NM,35,2106319,798.9767931638086
586,New Mexico,2020,11,47232,97095,49863,11/28/2020,NM,35,2106319,2367.305237240893
587,New Mexico,2020,12,99419,142897,43478,12/28/2020,NM,35,2106319,2064.1697672574765
588,New Mexico,2021,1,144142,174064,29922,01/28/2021,NM,35,2106319,1420.5825423404528
589,New Mexico,2021,2,174550,185132,10582,02/28/2021,NM,35,2106319,502.39303733195214
590,New Mexico,2021,3,185297,191652,6355,03/28/2021,NM,35,2106319,301.7111842982948
591,New Mexico,2021,4,191946,197733,5787,04/28/2021,NM,35,2106319,274.7447086599893
592,New Mexico,2021,5,197733,202821,5088,05/28/2021,NM,35,2106319,241.55885219665208
593,New Mexico,2021,6,203151,205542,2391,06/28/2021,NM,35,2106319,113.51556910420501
594,New Mexico,2021,7,205629,210416,4787,07/28/2021,NM,35,2106319,227.26851915593033
595,New Mexico,2021,8,210416,232614,22198,08/28/2021,NM,35,2106319,1053.8764546111013
597,New York,2020,3,1,76211,76210,03/28/2020,NY,36,19336776,394.11947472525924
598,New York,2020,4,84364,309696,225332,04/28/2020,NY,36,19336776,1165.302840556254
599,New York,2020,5,313575,375575,62000,05/28/2020,NY,36,19336776,320.6325604640608
600,New York,2020,6,376520,398142,21622,06/28/2020,NY,36,19336776,111.81801971538584
601,New York,2020,7,398770,419723,20953,07/28/2020,NY,36,19336776,108.35829095812042
602,New York,2020,8,420477,439480,19003,08/28/2020,NY,36,19336776,98.27387978223464
603,New York,2020,9,440237,463369,23132,09/28/2020,NY,36,19336776,119.62697401055894
604,New York,2020,10,464752,512223,47471,10/28/2020,NY,36,19336776,245.49593996434567
605,New York,2020,11,514482,652748,138266,11/28/2020,NY,36,19336776,715.0416387923199
606,New York,2020,12,660041,979040,318999,12/28/2020,NY,36,19336776,1649.7010670237892
607,New York,2021,1,996073,1420164,424091,01/28/2021,NY,36,19336776,2193.1835999961936
608,New York,2021,2,1429096,1644124,215028,02/28/2021,NY,36,19336776,1112.0157776042913
609,New York,2021,3,1650560,1871595,221035,03/28/2021,NY,36,19336776,1143.0809355189303
610,New York,2021,4,1880768,2046322,165554,04/28/2021,NY,36,19336776,856.1613373397923
611,New York,2021,5,2050174,2100633,50459,05/28/2021,NY,36,19336776,260.9483607815491
612,New York,2021,6,2101111,2113147,12036,06/28/2021,NY,36,19336776,62.244088673313485
613,New York,2021,7,2113544,2148445,34901,07/28/2021,NY,36,19336776,180.4902740767127
614,New York,2021,8,2151035,2276228,125193,08/28/2021,NY,36,19336776,647.4347119705994
616,North Carolina,2020,3,1,1527,1526,03/28/2020,NC,37,10600823,14.395108757121971
617,North Carolina,2020,4,1591,10507,8916,04/28/2020,NC,37,10600823,84.10667737778472
618,North Carolina,2020,5,10922,28686,17764,05/28/2020,NC,37,10600823,167.5718951255011
619,North Carolina,2020,6,29368,65064,35696,06/28/2020,NC,37,10600823,336.7285728664652
620,North Carolina,2020,7,66815,122370,55555,07/28/2020,NC,37,10600823,524.0630845359836
621,North Carolina,2020,8,124015,167989,43974,08/28/2020,NC,37,10600823,414.8168495974322
622,North Carolina,2020,9,169966,211004,41038,09/28/2020,NC,37,10600823,387.120886746246
623,North Carolina,2020,10,213218,274805,61587,10/28/2020,NC,37,10600823,580.9643270149875
624,North Carolina,2020,11,276706,364968,88262,11/28/2020,NC,37,10600823,832.5957333690035
625,North Carolina,2020,12,368615,541070,172455,12/28/2020,NC,37,10600823,1626.8076544622998
626,North Carolina,2021,1,543976,758158,214182,01/28/2021,NC,37,10600823,2020.4280365779148
627,North Carolina,2021,2,763358,859527,96169,02/28/2021,NC,37,10600823,907.1842818241565
628,North Carolina,2021,3,862880,915456,52576,03/28/2021,NC,37,10600823,495.96149280107784
629,North Carolina,2021,4,917474,970599,53125,04/28/2021,NC,37,10600823,501.1403359908943
630,North Carolina,2021,5,970673,1001893,31220,05/28/2021,NC,37,10600823,294.5054360402018
631,North Carolina,2021,6,1003793,1014682,10889,06/28/2021,NC,37,10600823,102.71843987962068
632,North Carolina,2021,7,1014967,1049288,34321,07/28/2021,NC,37,10600823,323.7578818172891
633,North Carolina,2021,8,1049288,1215455,166167,08/28/2021,NC,37,10600823,1567.4915051406858
635,North Dakota,2020,3,1,126,125,03/28/2020,ND,38,765309,16.333271920230914
636,North Dakota,2020,4,147,1067,920,04/28/2020,ND,38,765309,120.21288133289953
637,North Dakota,2020,5,1107,2580,1473,05/28/2020,ND,38,765309,192.47127630800108
638,North Dakota,2020,6,2628,3585,957,06/28/2020,ND,38,765309,125.04752982128788
639,North Dakota,2020,7,3624,6473,2849,07/28/2020,ND,38,765309,372.267933605903
640,North Dakota,2020,8,6606,11820,5214,08/28/2020,ND,38,765309,681.2934383366719
641,North Dakota,2020,9,12004,21849,9845,09/28/2020,ND,38,765309,1286.4084964373867
642,North Dakota,2020,10,22221,43921,21700,10/28/2020,ND,38,765309,2835.456005352087
643,North Dakota,2020,11,45048,79258,34210,11/28/2020,ND,38,765309,4470.089859128797
644,North Dakota,2020,12,79661,92502,12841,12/28/2020,ND,38,765309,1677.8843578214812
645,North Dakota,2021,1,92777,97655,4878,01/28/2021,ND,38,765309,637.3896034150912
646,North Dakota,2021,2,97708,99839,2131,02/28/2021,ND,38,765309,278.44961969609665
647,North Dakota,2021,3,99882,103123,3241,03/28/2021,ND,38,765309,423.48907434774713
648,North Dakota,2021,4,103331,107504,4173,04/28/2021,ND,38,765309,545.2699497849889
649,North Dakota,2021,5,107670,109975,2305,05/28/2021,ND,38,765309,301.18553420905806
650,North Dakota,2021,6,109993,110738,745,06/28/2021,ND,38,765309,97.34630064457625
651,North Dakota,2021,7,110749,111675,926,07/28/2021,ND,38,765309,120.99687838507062
652,North Dakota,2021,8,111705,117529,5824,08/28/2021,ND,38,765309,760.9998053073988
654,Ohio,2020,3,3,2199,2196,03/28/2020,OH,39,11693217,18.78011842250084
655,Ohio,2020,4,2548,18027,15479,04/28/2020,OH,39,11693217,132.37588937244558
656,Ohio,2020,5,18743,35513,16770,05/28/2020,OH,39,11693217,143.41647811718536
657,Ohio,2020,6,35984,51789,15805,06/28/2020,OH,39,11693217,135.1638304497385
658,Ohio,2020,7,52865,91159,38294,07/28/2020,OH,39,11693217,327.48900495047684
659,Ohio,2020,8,92087,123157,31070,08/28/2020,OH,39,11693217,265.7095989923047
660,Ohio,2020,9,124610,153987,29377,09/28/2020,OH,39,11693217,251.23111971666992
661,Ohio,2020,10,155314,215697,60383,10/28/2020,OH,39,11693217,516.3933928533097
662,Ohio,2020,11,219000,421063,202063,11/28/2020,OH,39,11693217,1728.036005831415
663,Ohio,2020,12,430093,700380,270287,12/28/2020,OH,39,11693217,2311.485367970166
664,Ohio,2021,1,700380,895792,195412,01/28/2021,OH,39,11693217,1671.1568766747423
665,Ohio,2021,2,899079,967422,68343,02/28/2021,OH,39,11693217,584.4670461516279
666,Ohio,2021,3,968874,1017566,48692,03/28/2021,OH,39,11693217,416.41235256302866
667,Ohio,2021,4,1020041,1072312,52271,04/28/2021,OH,39,11693217,447.01984064778753
668,Ohio,2021,5,1074019,1101934,27915,05/28/2021,OH,39,11693217,238.72814470132556
669,Ohio,2021,6,1102556,1111324,8768,06/28/2021,OH,39,11693217,74.98364222608714
670,Ohio,2021,7,1111903,1129277,17374,07/28/2021,OH,39,11693217,148.58186588002258
671,Ohio,2021,8,1130134,1220900,90766,08/28/2021,OH,39,11693217,776.2277908637119
673,Oklahoma,2020,3,1,566,565,03/28/2020,OK,40,3980783,14.193187621631221
674,Oklahoma,2020,4,719,3618,2899,04/28/2020,OK,40,3980783,72.82486887629895
675,Oklahoma,2020,5,3748,6506,2758,05/28/2020,OK,40,3980783,69.28285214240515
676,Oklahoma,2020,6,6573,13757,7184,06/28/2020,OK,40,3980783,180.46700862619238
677,Oklahoma,2020,7,14112,36456,22344,07/28/2020,OK,40,3980783,561.2966092349168
678,Oklahoma,2020,8,37706,58733,21027,08/28/2020,OK,40,3980783,528.2126656991853
679,Oklahoma,2020,9,59399,87199,27800,09/28/2020,OK,40,3980783,698.355072356368
680,Oklahoma,2020,10,88369,122762,34393,10/28/2020,OK,40,3980783,863.9757555234736
681,Oklahoma,2020,11,124111,197745,73634,11/28/2020,OK,40,3980783,1849.7365970463597
682,Oklahoma,2020,12,199482,290936,91454,12/28/2020,OK,40,3980783,2297.387222564003
683,Oklahoma,2021,1,290936,389472,98536,01/28/2021,OK,40,3980783,2475.291921212485
684,Oklahoma,2021,2,390868,424508,33640,02/28/2021,OK,40,3980783,845.0598789233173
685,Oklahoma,2021,3,424888,438364,13476,03/28/2021,OK,40,3980783,338.5263652904466
686,Oklahoma,2021,4,438777,448305,9528,04/28/2021,OK,40,3980783,239.34989674141994
687,Oklahoma,2021,5,448305,453172,4867,05/28/2021,OK,40,3980783,122.26237903447638
688,Oklahoma,2021,6,453243,457851,4608,06/28/2021,OK,40,3980783,115.7561213459764
689,Oklahoma,2021,7,458150,480635,22485,07/28/2021,OK,40,3980783,564.8386259688107
690,Oklahoma,2021,8,480635,551958,71323,08/28/2021,OK,40,3980783,1791.6826915709798
693,Oregon,2020,3,2,690,688,03/28/2020,OR,41,4241507,16.22064987750816
694,Oregon,2020,4,737,2510,1773,04/28/2020,OR,41,4241507,41.80118057096216
695,Oregon,2020,5,2579,4243,1664,05/28/2020,OR,41,4241507,39.231339238624386
696,Oregon,2020,6,4303,8695,4392,06/28/2020,OR,41,4241507,103.54810212502302
697,Oregon,2020,7,9019,18510,9491,07/28/2020,OR,41,4241507,223.76480812126445
698,Oregon,2020,8,18817,26723,7906,08/28/2020,OR,41,4241507,186.39601443543532
699,Oregon,2020,9,26958,33554,6596,09/28/2020,OR,41,4241507,155.51076539541253
700,Oregon,2020,10,33865,44923,11058,10/28/2020,OR,41,4241507,260.70922433936806
701,Oregon,2020,11,45419,75454,30035,11/28/2020,OR,41,4241507,708.1209579519732
702,Oregon,2020,12,76655,113929,37274,12/28/2020,OR,41,4241507,878.7914295555802
703,Oregon,2021,1,115377,142417,27040,01/28/2021,OR,41,4241507,637.5092626276463
704,Oregon,2021,2,143373,155597,12224,02/28/2021,OR,41,4241507,288.1994536375868
705,Oregon,2021,3,155873,165013,9140,03/28/2021,OR,41,4241507,215.4894475006171
706,Oregon,2021,4,165524,184838,19314,04/28/2021,OR,41,4241507,455.357022869466
707,Oregon,2021,5,185621,201561,15940,05/28/2021,OR,41,4241507,375.80982419691867
708,Oregon,2021,6,201701,208680,6979,06/28/2021,OR,41,4241507,164.54057484757186
709,Oregon,2021,7,208900,219756,10856,07/28/2021,OR,41,4241507,255.9467660904485
710,Oregon,2021,8,219755,276287,56532,08/28/2021,OR,41,4241507,1332.8281669699002
712,Pennsylvania,2020,3,2,4997,4995,03/28/2020,PA,42,12783254,39.07455801159861
713,Pennsylvania,2020,4,5805,48224,42419,04/28/2020,PA,42,12783254,331.8325678266269
714,Pennsylvania,2020,5,49764,76218,26454,05/28/2020,PA,42,12783254,206.94261414190785
715,Pennsylvania,2020,6,76734,91226,14492,06/28/2020,PA,42,12783254,113.36706600682425
716,Pennsylvania,2020,7,91864,116787,24923,07/28/2020,PA,42,12783254,194.96600787248693
717,Pennsylvania,2020,8,117468,138840,21372,08/28/2020,PA,42,12783254,167.18747824302014
718,Pennsylvania,2020,9,139591,164135,24544,09/28/2020,PA,42,12783254,192.00119155889416
719,Pennsylvania,2020,10,165078,212816,47738,10/28/2020,PA,42,12783254,373.44169176330223
720,Pennsylvania,2020,11,214500,366971,152471,11/28/2020,PA,42,12783254,1192.7401270443347
721,Pennsylvania,2020,12,372688,646060,273372,12/28/2020,PA,42,12783254,2138.5165310804277
722,Pennsylvania,2021,1,652952,848244,195292,01/28/2021,PA,42,12783254,1527.7174340742977
723,Pennsylvania,2021,2,851911,935911,84000,02/28/2021,PA,42,12783254,657.1096842791359
724,Pennsylvania,2021,3,938308,1030415,92107,03/28/2021,PA,42,12783254,720.5285915464091
725,Pennsylvania,2021,4,1034263,1156246,121983,04/28/2021,PA,42,12783254,954.240602588355
726,Pennsylvania,2021,5,1158964,1206755,47791,05/28/2021,PA,42,12783254,373.856296683145
727,Pennsylvania,2021,6,1207596,1216579,8983,06/28/2021,PA,42,12783254,70.27162254618425
728,Pennsylvania,2021,7,1216965,1229002,12037,07/28/2021,PA,42,12783254,94.16225321033284
729,Pennsylvania,2021,8,1230824,1300368,69544,08/28/2021,PA,42,12783254,544.0242367084312
731,Rhode Island,2020,3,2,488,486,03/28/2020,RI,44,1057125,45.97374955658035
732,Rhode Island,2020,4,566,8621,8055,04/28/2020,RI,44,1057125,761.9723306136929
733,Rhode Island,2020,5,8962,14928,5966,05/28/2020,RI,44,1057125,564.3608844744
734,Rhode Island,2020,6,14991,16813,1822,06/28/2020,RI,44,1057125,172.3542627409247
735,Rhode Island,2020,7,16853,19022,2169,07/28/2020,RI,44,1057125,205.17914153955306
736,Rhode Island,2020,8,19022,21949,2927,08/28/2020,RI,44,1057125,276.88305545701786
737,Rhode Island,2020,9,22002,24748,2746,09/28/2020,RI,44,1057125,259.76114461392933
738,Rhode Island,2020,10,24914,32874,7960,10/28/2020,RI,44,1057125,752.985692325884
739,Rhode Island,2020,11,32874,56723,23849,11/28/2020,RI,44,1057125,2256.024595010051
740,Rhode Island,2020,12,57906,87949,30043,12/28/2020,RI,44,1057125,2841.9534113751924
741,Rhode Island,2021,1,87949,114438,26489,01/28/2021,RI,44,1057125,2505.7585432186356
742,Rhode Island,2021,2,115956,125622,9666,02/28/2021,RI,44,1057125,914.3667967364314
743,Rhode Island,2021,3,126588,137329,10741,03/28/2021,RI,44,1057125,1016.0577036774271
744,Rhode Island,2021,4,137848,148186,10338,04/28/2021,RI,44,1057125,977.9354380986166
745,Rhode Island,2021,5,148186,151743,3557,05/28/2021,RI,44,1057125,336.4786567340665
746,Rhode Island,2021,6,151844,152613,769,06/28/2021,RI,44,1057125,72.7444720350006
747,Rhode Island,2021,7,152618,154339,1721,07/28/2021,RI,44,1057125,162.80004729809627
748,Rhode Island,2021,8,154339,162617,8278,08/28/2021,RI,44,1057125,783.067281541918
750,South Carolina,2020,3,2,1083,1081,03/28/2020,SC,45,5218040,20.716590903864287
751,South Carolina,2020,4,1293,6095,4802,04/28/2020,SC,45,5218040,92.02689132317882
752,South Carolina,2020,5,6258,11861,5603,05/28/2020,SC,45,5218040,107.3774827329802
753,South Carolina,2020,6,12148,36399,24251,06/28/2020,SC,45,5218040,464.75304903756967
754,South Carolina,2020,7,37919,89016,51097,07/28/2020,SC,45,5218040,979.237414814758
755,South Carolina,2020,8,90599,118992,28393,08/28/2020,SC,45,5218040,544.131512981886
756,South Carolina,2020,9,119846,147942,28096,09/28/2020,SC,45,5218040,538.4397206613978
757,South Carolina,2020,10,148323,176612,28289,10/28/2020,SC,45,5218040,542.1384274555197
758,South Carolina,2020,11,178023,217487,39464,11/28/2020,SC,45,5218040,756.2993001203517
759,South Carolina,2020,12,218912,307507,88595,12/28/2020,SC,45,5218040,1697.8597327732252
760,South Carolina,2021,1,307507,443386,135879,01/28/2021,SC,45,5218040,2604.023733049191
761,South Carolina,2021,2,445916,516823,70907,02/28/2021,SC,45,5218040,1358.8818790197085
762,South Carolina,2021,3,517976,551630,33654,03/28/2021,SC,45,5218040,644.9548106185464
763,South Carolina,2021,4,552681,578659,25978,04/28/2021,SC,45,5218040,497.84976734559336
764,South Carolina,2021,5,579556,593262,13706,05/28/2021,SC,45,5218040,262.6656752343792
765,South Carolina,2021,6,593262,596840,3578,06/28/2021,SC,45,5218040,68.56980782056098
766,South Carolina,2021,7,597021,617148,20127,07/28/2021,SC,45,5218040,385.719542203586
767,South Carolina,2021,8,617148,735287,118139,08/28/2021,SC,45,5218040,2264.049336532491
769,South Dakota,2020,3,5,107,102,03/28/2020,SD,46,892717,11.425793392530892
770,South Dakota,2020,4,129,2450,2321,04/28/2020,SD,46,892717,259.99280847121764
771,South Dakota,2020,5,2525,4993,2468,05/28/2020,SD,46,892717,276.4593930663357
772,South Dakota,2020,6,5034,6764,1730,06/28/2020,SD,46,892717,193.79041734390628
773,South Dakota,2020,7,6826,8764,1938,07/28/2020,SD,46,892717,217.09007445808695
774,South Dakota,2020,8,8867,13509,4642,08/28/2020,SD,46,892717,519.9856169424353
775,South Dakota,2020,9,13749,22389,8640,09/28/2020,SD,46,892717,967.8319108967344
776,South Dakota,2020,10,23136,45992,22856,10/28/2020,SD,46,892717,2560.2738605851573
777,South Dakota,2020,11,47324,80464,33140,11/28/2020,SD,46,892717,3712.2626767497427
778,South Dakota,2020,12,80912,99164,18252,12/28/2020,SD,46,892717,2044.5449117693513
779,South Dakota,2021,1,99164,108250,9086,01/28/2021,SD,46,892717,1017.791752593487
780,South Dakota,2021,2,108315,112427,4112,02/28/2021,SD,46,892717,460.6162983341865
781,South Dakota,2021,3,112470,117759,5289,03/28/2021,SD,46,892717,592.4609926774107
782,South Dakota,2021,4,117989,122660,4671,04/28/2021,SD,46,892717,523.234126828547
783,South Dakota,2021,5,122660,124191,1531,05/28/2021,SD,46,892717,171.4989184702431
784,South Dakota,2021,6,124191,124536,345,06/28/2021,SD,46,892717,38.646065886501546
785,South Dakota,2021,7,124561,125216,655,07/28/2021,SD,46,892717,73.37151639321307
786,South Dakota,2021,8,125216,132259,7043,08/28/2021,SD,46,892717,788.9398319960301
788,Tennessee,2020,3,1,2049,2048,03/28/2020,TN,47,6886834,29.737902786679626
789,Tennessee,2020,4,2689,10506,7817,04/28/2020,TN,47,6886834,113.5064385173216
790,Tennessee,2020,5,11781,22832,11051,05/28/2020,TN,47,6886834,160.4656072732405
791,Tennessee,2020,6,23242,42815,19573,06/28/2020,TN,47,6886834,284.2089703338283
792,Tennessee,2020,7,44360,103144,58784,07/28/2020,TN,47,6886834,853.5707409239136
793,Tennessee,2020,8,105455,152033,46578,08/28/2020,TN,47,6886834,676.3340019521306
794,Tennessee,2020,9,153274,193357,40083,09/28/2020,TN,47,6886834,582.0236120109763
795,Tennessee,2020,10,194601,256923,62322,10/28/2020,TN,47,6886834,904.9441296247303
796,Tennessee,2020,11,257658,366412,108754,11/28/2020,TN,47,6886834,1579.1581443664825
797,Tennessee,2020,12,371980,572579,200599,12/28/2020,TN,47,6886834,2912.789824758372
798,Tennessee,2021,1,572579,713290,140711,01/28/2021,TN,47,6886834,2043.188495613514
799,Tennessee,2021,2,715439,761232,45793,02/28/2021,TN,47,6886834,664.9354405812599
800,Tennessee,2021,3,761891,797531,35640,03/28/2021,TN,47,6886834,517.5092066978817
801,Tennessee,2021,4,799226,832853,33627,04/28/2021,TN,47,6886834,488.2795200232792
802,Tennessee,2021,5,832906,848020,15114,05/28/2021,TN,47,6886834,219.46223765521282
803,Tennessee,2021,6,848552,854211,5659,06/28/2021,TN,47,6886834,82.17128509268555
804,Tennessee,2021,7,854430,879858,25428,07/28/2021,TN,47,6886834,369.22626565414527
805,Tennessee,2021,8,879858,1032434,152576,08/28/2021,TN,47,6886834,2215.4737576076323
808,Texas,2020,3,11,3588,3577,03/28/2020,TX,48,29360759,12.182927559876772
809,Texas,2020,4,4402,29072,24670,04/28/2020,TX,48,29360759,84.0237134196701
810,Texas,2020,5,30342,64974,34632,05/28/2020,TX,48,29360759,117.95335399878456
811,Texas,2020,6,66081,166703,100622,06/28/2020,TX,48,29360759,342.7091241067712
812,Texas,2020,7,174826,443090,268264,07/28/2020,TX,48,29360759,913.6821020192291
813,Texas,2020,8,448224,640317,192093,08/28/2020,TX,48,29360759,654.2507978080539
814,Texas,2020,9,645534,784027,138493,09/28/2020,TX,48,29360759,471.6942092675465
815,Texas,2020,10,788066,953451,165385,10/28/2020,TX,48,29360759,563.2858469360414
816,Texas,2020,11,957789,1261943,304154,11/28/2020,TX,48,29360759,1035.9200863983115
817,Texas,2020,12,1275295,1770527,495232,12/28/2020,TX,48,29360759,1686.7138891062045
818,Texas,2021,1,1778306,2372960,594654,01/28/2021,TX,48,29360759,2025.33592540983
819,Texas,2021,2,2412150,2650283,238133,02/28/2021,TX,48,29360759,811.0587331887435
820,Texas,2021,3,2658389,2790030,131641,03/28/2021,TX,48,29360759,448.3569379115846
821,Texas,2021,4,2793685,2889252,95567,04/28/2021,TX,48,29360759,325.49226673602
822,Texas,2021,5,2891264,2947933,56669,05/28/2021,TX,48,29360759,193.0093155970525
823,Texas,2021,6,2948635,2993964,45329,06/28/2021,TX,48,29360759,154.38633585732575
824,Texas,2021,7,2995274,3132348,137074,07/28/2021,TX,48,29360759,466.8612279403267
825,Texas,2021,8,3135695,3604438,468743,08/28/2021,TX,48,29360759,1596.4948317582662
828,Utah,2020,3,1,887,886,03/28/2020,UT,49,3249879,27.26255346737525
829,Utah,2020,4,1012,4672,3660,04/28/2020,UT,49,3249879,112.61957752888647
830,Utah,2020,5,4829,9829,5000,05/28/2020,UT,49,3249879,153.85188187006347
831,Utah,2020,6,10026,22364,12338,06/28/2020,UT,49,3249879,379.6449037025686
832,Utah,2020,7,22864,40258,17394,07/28/2020,UT,49,3249879,535.2199266495768
833,Utah,2020,8,40754,52166,11412,08/28/2020,UT,49,3249879,351.1515351802329
834,Utah,2020,9,52505,73053,20548,09/28/2020,UT,49,3249879,632.2696937332129
835,Utah,2020,10,74099,114670,40571,10/28/2020,UT,49,3249879,1248.384939870069
836,Utah,2020,11,116510,195744,79234,11/28/2020,UT,49,3249879,2438.0600016185217
837,Utah,2020,12,198260,276612,78352,12/28/2020,UT,49,3249879,2410.9205296566424
838,Utah,2021,1,276612,346624,70012,01/28/2021,UT,49,3249879,2154.2955906973766
839,Utah,2021,2,347210,371291,24081,02/28/2021,UT,49,3249879,740.9814334625997
840,Utah,2021,3,371548,385700,14152,03/28/2021,UT,49,3249879,435.46236644502767
841,Utah,2021,4,386188,397388,11200,04/28/2021,UT,49,3249879,344.6282153889422
842,Utah,2021,5,397798,406240,8442,05/28/2021,UT,49,3249879,259.76351734941517
843,Utah,2021,6,406352,415210,8858,06/28/2021,UT,49,3249879,272.56399392100445
844,Utah,2021,7,415750,432539,16789,07/28/2021,UT,49,3249879,516.6038489432991
845,Utah,2021,8,432539,464502,31963,08/28/2021,UT,49,3249879,983.5135400425678
847,Vermont,2020,3,1,293,292,03/28/2020,VT,50,623347,46.84389272748566
848,Vermont,2020,4,321,866,545,04/28/2020,VT,50,623347,87.43123813862906
849,Vermont,2020,5,879,981,102,05/28/2020,VT,50,623347,16.363277596587455
850,Vermont,2020,6,983,1208,225,06/28/2020,VT,50,623347,36.09546528658998
851,Vermont,2020,7,1210,1414,204,07/28/2020,VT,50,623347,32.72655519317491
852,Vermont,2020,8,1421,1624,203,08/28/2020,VT,50,623347,32.56613090301229
853,Vermont,2020,9,1635,1752,117,09/28/2020,VT,50,623347,18.769641949026788
854,Vermont,2020,10,1755,2179,424,10/28/2020,VT,50,623347,68.01989902895177
855,Vermont,2020,11,2196,4172,1976,11/28/2020,VT,50,623347,316.9983973613413
856,Vermont,2020,12,4239,7412,3173,12/28/2020,VT,50,623347,509.02627268599997
