,NAME,year,month,Min_Infections,Max_Infections,New Cases,date,Code,STATE,POPESTIMATE2020,New Cases Per 100000
857,Vermont,2021,1,7412,11965,4553,01/28/2021,VT,50,623347,730.4117931104184
858,Vermont,2021,2,12083,15198,3115,02/28/2021,VT,50,623347,499.7216638565679
859,Vermont,2021,3,15284,19275,3991,03/28/2021,VT,50,623347,640.2533420390248
860,Vermont,2021,4,19523,22952,3429,04/28/2021,VT,50,623347,550.0948909676313
861,Vermont,2021,5,23032,24220,1188,05/28/2021,VT,50,623347,190.58405671319508
862,Vermont,2021,6,24224,24410,186,06/28/2021,VT,50,623347,29.838917970247714
863,Vermont,2021,7,24412,24889,477,07/28/2021,VT,50,623347,76.52238640757075
864,Vermont,2021,8,24889,28200,3311,08/28/2021,VT,50,623347,531.1648247284418
866,Virginia,2020,3,1,1249,1248,03/28/2020,VA,51,8590563,14.527569380493455
867,Virginia,2020,4,1511,15846,14335,04/28/2020,VA,51,8590563,166.8691563055879
868,Virginia,2020,5,16901,44607,27706,05/28/2020,VA,51,8590563,322.51669651919207
869,Virginia,2020,6,45398,62787,17389,06/28/2020,VA,51,8590563,202.41979483766082
870,Virginia,2020,7,63203,89888,26685,07/28/2020,VA,51,8590563,310.6315616333877
871,Virginia,2020,8,90801,120594,29793,08/28/2020,VA,51,8590563,346.8107969175012
872,Virginia,2020,9,121615,148271,26656,09/28/2020,VA,51,8590563,310.2939818961807
873,Virginia,2020,10,148721,181190,32469,10/28/2020,VA,51,8590563,377.96125818529003
874,Virginia,2020,11,182392,237835,55443,11/28/2020,VA,51,8590563,645.3942541367777
875,Virginia,2020,12,240063,349584,109521,12/28/2020,VA,51,8590563,1274.8989792636407
876,Virginia,2021,1,354766,504779,150013,01/28/2021,VA,51,8590563,1746.2534178493306
877,Virginia,2021,2,507640,576050,68410,02/28/2021,VA,51,8590563,796.3389593906709
878,Virginia,2021,3,577174,618976,41802,03/28/2021,VA,51,8590563,486.6037301629707
879,Virginia,2021,4,620801,659590,38789,04/28/2021,VA,51,8590563,451.5303595352249
880,Virginia,2021,5,660553,675538,14985,05/28/2021,VA,51,8590563,174.43559869126156
881,Virginia,2021,6,675597,680340,4743,06/28/2021,VA,51,8590563,55.21174805423114
882,Virginia,2021,7,680564,694384,13820,07/28/2021,VA,51,8590563,160.87420580001566
883,Virginia,2021,8,694384,766435,72051,08/28/2021,VA,51,8590563,838.7226774310368
887,Washington,2020,3,17,5293,5276,03/28/2020,WA,53,7693612,68.57637219033141
888,Washington,2020,4,5589,14814,9225,04/28/2020,WA,53,7693612,119.9046689643304
889,Washington,2020,5,15134,22814,7680,05/28/2020,WA,53,7693612,99.82307399957263
890,Washington,2020,6,23272,34541,11269,06/28/2020,WA,53,7693612,146.47216417984166
891,Washington,2020,7,35258,58725,23467,07/28/2020,WA,53,7693612,305.01928093072536
892,Washington,2020,8,59648,77718,18070,08/28/2020,WA,53,7693612,234.87017541305696
893,Washington,2020,9,78061,91560,13499,09/28/2020,WA,53,7693612,175.45724946878008
894,Washington,2020,10,92166,112580,20414,10/28/2020,WA,53,7693612,265.3370094566765
895,Washington,2020,11,113109,172175,59066,11/28/2020,WA,53,7693612,767.7278240701506
896,Washington,2020,12,174969,251064,76095,12/28/2020,WA,53,7693612,989.0672937496718
897,Washington,2021,1,251585,315769,64184,01/28/2021,WA,53,7693612,834.2505444776783
898,Washington,2021,2,317703,342644,24941,02/28/2021,WA,53,7693612,324.17803237283084
899,Washington,2021,3,343723,366907,23184,03/28/2021,WA,53,7693612,301.34090463620987
900,Washington,2021,4,368049,404972,36923,04/28/2021,WA,53,7693612,479.9176251674766
901,Washington,2021,5,406546,437500,30954,05/28/2021,WA,53,7693612,402.333780284215
902,Washington,2021,6,438918,453630,14712,06/28/2021,WA,53,7693612,191.22357613043133
903,Washington,2021,7,454087,474520,20433,07/28/2021,WA,53,7693612,265.5839675824567
904,Washington,2021,8,474520,564787,90267,08/28/2021,WA,53,7693612,1173.272059989508
906,West Virginia,2020,3,1,162,161,03/28/2020,WV,54,1784787,9.020684260923012
907,West Virginia,2020,4,191,1126,935,04/28/2020,WV,54,1784787,52.38720362709948
908,West Virginia,2020,5,1152,2010,858,05/28/2020,WV,54,1784787,48.07296332839717
909,West Virginia,2020,6,2028,2904,876,06/28/2020,WV,54,1784787,49.08148703458732
910,West Virginia,2020,7,2979,6642,3663,07/28/2020,WV,54,1784787,205.2345742096956
911,West Virginia,2020,8,6735,10250,3515,08/28/2020,WV,54,1784787,196.94226818102103
912,West Virginia,2020,9,10507,15848,5341,09/28/2020,WV,54,1784787,299.25139526453296
913,West Virginia,2020,10,16024,24460,8436,10/28/2020,WV,54,1784787,472.6614436344505
914,West Virginia,2020,11,24883,47842,22959,11/28/2020,WV,54,1784787,1286.3719872455367
915,West Virginia,2020,12,48818,85334,36516,12/28/2020,WV,54,1784787,2045.9584252910852
916,West Virginia,2021,1,87820,121001,33181,01/28/2021,WV,54,1784787,1859.1013941719657
917,West Virginia,2021,2,121425,131855,10430,02/28/2021,WV,54,1784787,584.3834586424039
918,West Virginia,2021,3,132048,141738,9690,03/28/2021,WV,54,1784787,542.921928499031
919,West Virginia,2021,4,142233,153128,10895,04/28/2021,WV,54,1784787,610.4369877189827
920,West Virginia,2021,5,153498,161287,7789,05/28/2021,WV,54,1784787,436.4106193063934
921,West Virginia,2021,6,161858,164041,2183,06/28/2021,WV,54,1784787,122.31151392294991
922,West Virginia,2021,7,164097,167016,2919,07/28/2021,WV,54,1784787,163.5489276871694
923,West Virginia,2021,8,167016,189690,22674,08/28/2021,WV,54,1784787,1270.4036952308595
926,Wisconsin,2020,3,1,1351,1350,03/28/2020,WI,55,5832655,23.145548639513226
927,Wisconsin,2020,4,1552,6973,5421,04/28/2020,WI,55,5832655,92.94223642577866
928,Wisconsin,2020,5,7439,18684,11245,05/28/2020,WI,55,5832655,192.7938477417231
929,Wisconsin,2020,6,18825,31723,12898,06/28/2020,WI,55,5832655,221.13428618699376
930,Wisconsin,2020,7,32307,57020,24713,07/28/2020,WI,55,5832655,423.7006989098447
931,Wisconsin,2020,8,58064,80733,22669,08/28/2020,WI,55,5832655,388.65662378453726
932,Wisconsin,2020,9,81688,129172,47484,09/28/2020,WI,55,5832655,814.1060974804785
933,Wisconsin,2020,10,132176,237870,105694,10/28/2020,WI,55,5832655,1812.1078651146006
934,Wisconsin,2020,11,241423,411730,170307,11/28/2020,WI,55,5832655,2919.8881127033915
935,Wisconsin,2020,12,416365,520438,104073,12/28/2020,WI,55,5832655,1784.3160618963407
936,Wisconsin,2021,1,522523,592140,69617,01/28/2021,WI,55,5832655,1193.5730812125869
937,Wisconsin,2021,2,592921,617380,24459,02/28/2021,WI,55,5832655,419.3459067954474
938,Wisconsin,2021,3,617700,636250,18550,03/28/2021,WI,55,5832655,318.0369831577558
939,Wisconsin,2021,4,637117,660662,23545,04/28/2021,WI,55,5832655,403.6755131239547
940,Wisconsin,2021,5,661414,674630,13216,05/28/2021,WI,55,5832655,226.58634875541242
941,Wisconsin,2021,6,674693,677833,3140,06/28/2021,WI,55,5832655,53.834831650423354
942,Wisconsin,2021,7,677952,687382,9430,07/28/2021,WI,55,5832655,161.67594345971088
943,Wisconsin,2021,8,687382,734157,46775,08/28/2021,WI,55,5832655,801.950398232023
945,Wyoming,2020,3,1,121,120,03/28/2020,WY,56,582328,20.60694316605075
946,Wyoming,2020,4,138,559,421,04/28/2020,WY,56,582328,72.29602560756138
947,Wyoming,2020,5,566,903,337,05/28/2020,WY,56,582328,57.87116539132585
948,Wyoming,2020,6,910,1487,577,06/28/2020,WY,56,582328,99.08505172342736
949,Wyoming,2020,7,1514,2726,1212,07/28/2020,WY,56,582328,208.13012597711258
950,Wyoming,2020,8,2769,3842,1073,08/28/2020,WY,56,582328,184.26041680977045
951,Wyoming,2020,9,3866,5948,2082,09/28/2020,WY,56,582328,357.5304639309805
952,Wyoming,2020,10,6083,13298,7215,10/28/2020,WY,56,582328,1238.9924578588013
953,Wyoming,2020,11,13723,33305,19582,11/28/2020,WY,56,582328,3362.709675646715
954,Wyoming,2020,12,33805,44409,10604,12/28/2020,WY,56,582328,1820.9668777733511
955,Wyoming,2021,1,44409,51912,7503,01/28/2021,WY,56,582328,1288.4491214573231
956,Wyoming,2021,2,52057,54394,2337,02/28/2021,WY,56,582328,401.3202181588384
957,Wyoming,2021,3,54471,56310,1839,03/28/2021,WY,56,582328,315.8014040197277
958,Wyoming,2021,4,56389,58142,1753,04/28/2021,WY,56,582328,301.0330947507247
959,Wyoming,2021,5,58142,60144,2002,05/28/2021,WY,56,582328,343.79250182028
960,Wyoming,2021,6,60364,62290,1926,06/28/2021,WY,56,582328,330.7414378151145
961,Wyoming,2021,7,62353,65127,2774,07/28/2021,WY,56,582328,476.36383618853984
962,Wyoming,2021,8,65127,75136,10009,08/28/2021,WY,56,582328,1718.7907845750162
